#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
srr4295175_ms_5_41   -          VOG10099             -             0.0053   12.9   0.4    0.0065   12.7   0.4   1.1   1   0   0   1   1   1   1 -
sib1_ms_5_74         -          VOG10144             -             0.0076   12.6   0.1    0.0083   12.5   0.1   1.1   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_57      -          VOG1014              -              0.031   10.6   6.5     0.078    9.3   0.0   3.1   3   0   0   3   3   3   0 -
inf125_s_2_148       -          VOG10153             -             0.0034   13.6   0.3      0.01   12.1   0.1   1.9   1   1   1   2   2   2   1 -
srr4295175_ms_5_10   -          VOG10153             -               0.11    8.7   4.8     0.028   10.7   0.2   2.1   2   0   0   2   2   2   0 -
hvcf_a6_ms_4_26      -          VOG10172             -             0.0061   12.5   0.0     0.013   11.4   0.0   1.5   1   0   0   1   1   1   1 -
KP06_gp53               -          VOG10177             -              0.011   12.0   0.3     0.054    9.8   0.1   2.0   1   1   2   3   3   3   0 -
nc_024711_crassphage_55 -          VOG10177             -              0.012   12.0   0.3     0.055    9.8   0.1   2.0   1   1   2   3   3   3   0 -
err844030_ms_1_21    -          VOG10223             -             0.0066   13.0   0.0      0.41    7.2   0.0   2.9   2   0   0   2   2   2   1 -
inf125_s_2_28        -          VOG10223             -              0.057    9.9   5.3      0.13    8.8   5.2   1.6   1   1   0   1   1   1   0 -
inf125_s_2_106       -          VOG10254             -             0.0038   13.5   0.0    0.0096   12.3   0.0   1.7   1   0   0   1   1   1   1 -
srr4295175_ms_5_41   -          VOG1026              -             0.0018   13.9   0.1    0.0021   13.6   0.1   1.0   1   0   0   1   1   1   1 -
inf125_s_2_30        -          VOG10274             -             0.0025   13.5   0.0     0.005   12.5   0.0   1.6   1   0   0   1   1   1   1 -
eld241-t0_s_1_82     -          VOG10286             -             0.0059   11.6   2.5    0.0076   11.2   2.5   1.1   1   0   0   1   1   1   1 -
eld241-t0_s_1_144    -          VOG10290             -             0.0019   14.4   0.4     0.035   10.3   0.1   2.4   2   0   0   2   2   2   1 -
hvcf_a6_ms_4_57      -          VOG1030              -            0.00029   16.8   2.3    0.0016   14.4   0.0   2.8   2   1   1   3   3   3   1 -
KP06_gp75               -          VOG10320             -              0.011   11.7   4.2      0.56    6.3   0.1   3.1   2   0   0   2   2   2   0 -
nc_024711_crassphage_77 -          VOG10320             -              0.011   11.7   4.2      0.57    6.3   0.1   3.1   2   0   0   2   2   2   0 -
err975045_s_1_3      -          VOG10334             -            3.7e-23   78.4   2.9   8.1e-23   77.3   2.9   1.5   1   1   0   1   1   1   1 -
sib1_ms_5_5          -          VOG10334             -            8.6e-23   77.2   0.2   1.1e-22   76.9   0.2   1.1   1   0   0   1   1   1   1 -
srr4295175_ms_5_83   -          VOG10334             -            1.6e-19   66.6   0.2   2.6e-19   65.9   0.2   1.4   1   1   0   1   1   1   1 -
cs_ms_21_16          -          VOG10334             -            2.1e-12   43.3   0.5   2.6e-12   43.0   0.5   1.1   1   0   0   1   1   1   1 -
cs_ms_21_29          -          VOG10348             -              0.012   11.6   4.5      0.99    5.5   3.7   2.2   2   0   0   2   2   2   0 -
srr4295175_ms_5_2    -          VOG10355             -             0.0081   12.5   0.3      0.26    7.7   0.0   2.7   2   1   1   3   3   3   1 -
err975045_s_1_81     -          VOG10378             -             0.0095   11.8   1.1     0.011   11.6   1.1   1.1   1   0   0   1   1   1   1 -
err844030_ms_1_9     -          VOG1040              -            8.7e-11   37.9   0.0   1.4e-10   37.2   0.0   1.3   1   0   0   1   1   1   1 -
fferm_ms_11_19       -          VOG1040              -            1.7e-10   37.0   0.1   7.3e-10   34.9   0.1   1.8   2   0   0   2   2   2   1 -
eld241-t0_s_1_50     -          VOG1040              -              2e-07   26.9   0.9   1.2e-06   24.5   0.1   2.0   1   1   1   2   2   2   1 -
inf125_s_2_104       -          VOG10443             -            5.9e-05   18.3   0.0   8.9e-05   17.7   0.0   1.2   1   0   0   1   1   1   1 -
inf125_s_2_19        -          VOG10484             -             0.0081   12.5   3.7     0.046   10.1   3.4   2.2   1   1   1   2   2   2   2 -
err975045_s_1_59     -          VOG10535             -             0.0011   15.1   0.9    0.0014   14.8   0.9   1.1   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_36      -          VOG10537             -            2.7e-12   43.0   0.1   3.1e-12   42.8   0.1   1.0   1   0   0   1   1   1   1 -
cs_ms_21_13          -          VOG10537             -             0.0016   14.8   0.2    0.0046   13.3   0.1   1.8   2   0   0   2   2   2   1 -
cs_ms_21_17          -          VOG10541             -            7.9e-05   18.5   0.5   0.00015   17.6   0.5   1.4   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_32      -          VOG10559             -            0.00011   18.2   1.0   0.00018   17.5   0.5   1.7   1   1   1   2   2   2   1 -
err844030_ms_1_59    -          VOG10561             -              0.026   10.8   3.0     0.029   10.6   3.0   1.1   1   0   0   1   1   1   0 -
inf125_s_2_71        -          VOG10592             -            0.00032   16.9   0.0   0.00056   16.1   0.0   1.4   1   0   0   1   1   1   1 -
eld241-t0_s_1_107    -          VOG10597             -              0.023   10.7   5.9      0.42    6.7   5.9   2.5   1   1   0   1   1   1   0 -
inf125_s_2_28        -          VOG10608             -             0.0027   11.0   3.4    0.0027   11.0   2.8   1.3   1   1   0   1   1   1   1 -
sib1_ms_5_18         -          VOG10631             -             0.0048   13.4   0.0    0.0063   13.0   0.0   1.2   1   0   0   1   1   1   1 -
srr4295175_ms_5_70   -          VOG10631             -             0.0098   12.4   5.5    0.0062   13.0   3.4   1.7   1   1   1   2   2   2   1 -
sib1_ms_5_43         -          VOG10636             -              0.004   13.7   0.0    0.0064   13.0   0.0   1.3   1   0   0   1   1   1   1 -
inf125_s_2_14        -          VOG10645             -             0.0032   13.1   0.1    0.0039   12.8   0.1   1.1   1   0   0   1   1   1   1 -
KP06_gp32               -          VOG10674             -             0.0036   13.4   0.0    0.0038   13.3   0.0   1.1   1   0   0   1   1   1   1 -
nc_024711_crassphage_32 -          VOG10674             -             0.0039   13.3   0.0    0.0041   13.2   0.0   1.1   1   0   0   1   1   1   1 -
sib1_ms_5_35         -          VOG10689             -             0.0067   12.4   0.0      0.02   10.8   0.0   1.8   1   0   0   1   1   1   1 -
err844030_ms_1_101   -          VOG10710             -             0.0044   13.6   0.1    0.0099   12.4   0.1   1.6   1   0   0   1   1   1   1 -
KP06_gp64               -          VOG10729             -               0.41    7.3  15.8         4    4.1   0.0   6.2   7   0   0   7   7   7   0 -
nc_024711_crassphage_66 -          VOG10729             -               0.42    7.3  15.8         4    4.1   0.0   6.2   7   0   0   7   7   7   0 -
KP06_gp42               -          VOG10784             -             0.0028   13.9   2.3    0.0032   13.7   2.3   1.1   1   0   0   1   1   1   1 -
nc_024711_crassphage_44 -          VOG10784             -              0.003   13.9   2.3    0.0034   13.7   2.3   1.1   1   0   0   1   1   1   1 -
err844030_ms_1_30    -          VOG1080              -             0.0038   12.9   0.2      0.53    5.9   0.0   2.1   2   0   0   2   2   2   2 -
eld241-t0_s_1_144    -          VOG10814             -              0.014   11.7   0.7     0.024   10.9   0.7   1.4   1   0   0   1   1   1   0 -
cs_ms_21_7           -          VOG10825             -               0.02   11.2   1.4      0.21    8.0   0.1   2.9   2   1   0   2   2   2   0 -
fferm_ms_11_63       -          VOG10904             -            7.1e-23   77.1   3.0   8.2e-23   76.9   3.0   1.0   1   0   0   1   1   1   1 -
fferm_ms_11_72       -          VOG10904             -              4e-12   41.7   3.3   4.8e-12   41.5   3.3   1.1   1   0   0   1   1   1   1 -
fferm_ms_11_86       -          VOG10904             -            6.7e-12   41.0   2.0   9.1e-12   40.6   2.0   1.2   1   0   0   1   1   1   1 -
srr4295175_ms_5_21   -          VOG10904             -              4e-10   35.2   3.1   4.8e-10   34.9   3.1   1.2   1   0   0   1   1   1   1 -
srr4295175_ms_5_49   -          VOG10904             -            2.4e-08   29.4   0.4   2.9e-08   29.0   0.4   1.0   1   0   0   1   1   1   1 -
fferm_ms_11_66       -          VOG10912             -            0.00037   16.4   0.0   0.00051   15.9   0.0   1.2   1   0   0   1   1   1   1 -
sib1_ms_5_18         -          VOG10940             -             0.0022   12.6   0.0    0.0022   12.6   0.0   1.0   1   0   0   1   1   1   1 -
fferm_ms_11_23       -          VOG10954             -             0.0033   13.7   0.5      0.18    8.1   0.0   2.8   2   1   0   3   3   3   1 -
cs_ms_21_64          -          VOG10956             -            1.5e-08   30.7   0.1     3e-08   29.7   0.1   1.5   1   0   0   1   1   1   1 -
err844030_ms_1_70    -          VOG10956             -             0.0018   14.2   0.1    0.0024   13.8   0.1   1.2   1   0   0   1   1   1   1 -
KP06_gp66               -          VOG10958             -             0.0066   12.8   0.1    0.0066   12.8   0.1   4.5   2   1   3   5   5   5   2 -
nc_024711_crassphage_68 -          VOG10958             -             0.0066   12.8   0.1    0.0066   12.8   0.1   4.5   2   1   3   5   5   5   2 -
sib1_ms_5_27         -          VOG10959             -             0.0013   13.6   0.0    0.0015   13.4   0.0   1.0   1   0   0   1   1   1   1 -
eld241-t0_s_1_100    -          VOG10969             -            5.1e-06   22.7   3.6   6.1e-06   22.5   3.2   1.3   1   1   0   1   1   1   1 -
sib1_ms_5_18         -          VOG10972             -            6.5e-05   17.1   3.9   7.2e-05   17.0   3.9   1.0   1   0   0   1   1   1   1 -
fferm_ms_11_91       -          VOG10984             -             0.0071   12.9   0.1    0.0094   12.5   0.1   1.2   1   0   0   1   1   1   1 -
fferm_ms_11_26       -          VOG10996             -             0.0094   11.6   0.0     0.022   10.4   0.0   1.6   1   0   0   1   1   1   1 -
fferm_ms_11_37       -          VOG11003             -            6.3e-05   19.3   0.6   0.00018   17.9   0.4   1.8   1   1   1   2   2   2   1 -
fferm_ms_11_56       -          VOG11009             -            2.5e-67  223.7   0.0   6.9e-67  222.3   0.0   1.6   1   1   0   1   1   1   1 -
cs_ms_21_64          -          VOG11012             -            8.5e-07   24.9   0.3   3.1e-06   23.2   0.3   1.9   1   1   0   1   1   1   1 -
srr4295175_ms_5_41   -          VOG11024             -              0.045    9.8   4.8     0.053    9.6   0.9   2.0   1   1   1   2   2   2   0 -
KP06_gp48               -          VOG1103              -               0.12    8.6   6.6      0.18    8.1   1.9   2.7   3   0   0   3   3   3   0 -
nc_024711_crassphage_50 -          VOG1103              -               0.12    8.6   6.6      0.18    8.1   1.9   2.7   3   0   0   3   3   3   0 -
err844030_ms_1_14    -          VOG11045             -             0.0037   13.3   0.0     0.011   11.8   0.0   1.8   1   0   0   1   1   1   1 -
sib1_ms_5_27         -          VOG11067             -            0.00093   15.1   0.5    0.0014   14.5   0.5   1.3   1   0   0   1   1   1   1 -
fferm_ms_11_58       -          VOG11080             -             0.0023   13.7   0.6    0.0025   13.5   0.6   1.2   1   0   0   1   1   1   1 -
err844030_ms_1_57    -          VOG11083             -             0.0083   12.6   0.1    0.0095   12.4   0.1   1.1   1   0   0   1   1   1   1 -
inf125_s_2_93        -          VOG11085             -            3.2e-08   30.0   0.0   3.5e-08   29.9   0.0   1.1   1   0   0   1   1   1   1 -
srr4295175_ms_5_1    -          VOG11088             -             0.0033   13.8   0.0     0.012   11.9   0.0   2.0   1   0   0   1   1   1   1 -
KP06_gp65               -          VOG1125              -            0.00034   16.7   0.1   0.00063   15.8   0.1   1.4   1   0   0   1   1   1   1 -
nc_024711_crassphage_67 -          VOG1125              -            0.00034   16.7   0.1   0.00063   15.8   0.1   1.4   1   0   0   1   1   1   1 -
err975045_s_1_5         -          VOG1134              -            6.5e-10   35.3   0.6   1.5e-09   34.1   0.5   1.6   1   1   0   1   1   1   1 -
fferm_ms_11_103         -          VOG1134              -            5.2e-08   29.1   1.8   1.2e-06   24.6   0.0   3.3   3   0   0   3   3   3   1 -
KP06_gp83               -          VOG1134              -            8.7e-08   28.3   2.0   5.3e-07   25.8   2.0   2.1   1   1   0   1   1   1   1 -
nc_024711_crassphage_85 -          VOG1134              -            8.8e-08   28.3   2.0   5.3e-07   25.7   2.0   2.1   1   1   0   1   1   1   1 -
srr4295175_ms_5_82      -          VOG1134              -            2.9e-05   20.1   3.5   0.00016   17.6   3.5   2.2   1   1   0   1   1   1   1 -
cs_ms_21_17             -          VOG1134              -            3.5e-05   19.8   3.7   0.00035   16.5   3.6   2.4   1   1   0   1   1   1   1 -
inf125_s_2_106          -          VOG1134              -            0.00054   15.9   0.1    0.0014   14.5   0.1   1.7   2   0   0   2   2   2   1 -
err844030_ms_1_100      -          VOG1134              -            0.00068   15.6   6.6    0.0016   14.3   6.5   1.7   1   1   1   2   2   2   1 -
inf125_s_2_25        -          VOG1167              -            0.00012   17.3   4.4   0.00014   17.1   4.4   1.1   1   0   0   1   1   1   1 -
sib1_ms_5_41         -          VOG1183              -            7.5e-06   22.9   0.1   2.6e-05   21.2   0.1   1.7   1   1   0   1   1   1   1 -
eld241-t0_s_1_150    -          VOG1212              -            0.00071   15.7   0.0    0.0044   13.1   0.0   1.8   1   1   1   2   2   2   1 -
KP06_gp61               -          VOG1237              -             0.0053   13.2   0.3    0.0093   12.4   0.3   1.3   1   0   0   1   1   1   1 -
nc_024711_crassphage_63 -          VOG1237              -             0.0053   13.2   0.3    0.0093   12.4   0.3   1.3   1   0   0   1   1   1   1 -
KP06_gp45               -          VOG1241              -             0.0072   13.0   0.0         1    6.1   0.0   3.1   2   0   0   2   2   2   1 -
nc_024711_crassphage_47 -          VOG1241              -             0.0072   13.0   0.0         1    6.1   0.0   3.1   2   0   0   2   2   2   1 -
inf125_s_2_58        -          VOG1254              -            3.8e-28   94.1   1.0   5.5e-28   93.5   0.8   1.3   1   1   0   1   1   1   1 -
err844030_ms_1_42    -          VOG1254              -            7.2e-25   83.5   0.1   8.4e-25   83.3   0.1   1.2   1   0   0   1   1   1   1 -
err844030_ms_1_85    -          VOG1255              -            4.3e-07   25.4   3.1    0.0016   13.7   0.1   2.4   2   0   0   2   2   2   2 -
cs_ms_21_48          -          VOG1255              -            0.00054   15.2   1.0    0.0081   11.4   0.3   2.2   2   0   0   2   2   2   1 -
fferm_ms_11_34       -          VOG1255              -             0.0029   12.8   1.1    0.0042   12.3   1.1   1.4   1   1   0   1   1   1   1 -
inf125_s_2_94        -          VOG1255              -             0.0066   11.7   7.2     0.004   12.4   0.2   2.9   3   0   0   3   3   3   1 -
srr4295175_ms_5_62   -          VOG1255              -              0.081    8.1   5.5       1.1    4.4   2.6   2.6   2   1   0   2   2   2   0 -
cs_ms_21_24          -          VOG1269              -             0.0026   13.9   0.1    0.0061   12.8   0.0   1.6   2   0   0   2   2   2   1 -
err844030_ms_1_82    -          VOG1276              -             0.0019   14.2   0.5     0.006   12.6   0.2   1.8   1   1   1   2   2   2   1 -
inf125_s_2_129          -          VOG1297              -             0.0002   16.9   0.0   0.00034   16.1   0.0   1.3   1   0   0   1   1   1   1 -
KP06_gp33               -          VOG1297              -             0.0032   12.9   0.0    0.0051   12.3   0.0   1.2   1   0   0   1   1   1   1 -
nc_024711_crassphage_33 -          VOG1297              -             0.0032   12.9   0.0    0.0051   12.3   0.0   1.2   1   0   0   1   1   1   1 -
err844030_ms_1_101   -          VOG1319              -              0.001   14.3   0.0    0.0015   13.8   0.0   1.2   1   0   0   1   1   1   1 -
err975045_s_1_21     -          VOG1323              -                0.1    9.6   6.0     0.069   10.1   4.0   1.7   1   1   1   2   2   2   0 -
inf125_s_2_100       -          VOG1343              -              1e-06   24.4   0.7   1.2e-05   20.9   0.0   2.5   3   0   0   3   3   3   1 -
eld241-t0_s_1_152    -          VOG1343              -             0.0029   13.1   0.3    0.0098   11.3   0.1   1.8   2   0   0   2   2   2   1 -
err844030_ms_1_59    -          VOG1344              -              0.021   10.2   4.8     0.022   10.2   4.8   1.0   1   0   0   1   1   1   0 -
fferm_ms_11_93       -          VOG1362              -            1.7e-11   40.5   0.0   2.1e-11   40.1   0.0   1.1   1   0   0   1   1   1   1 -
eld241-t0_s_1_145    -          VOG1362              -             0.0014   14.8   0.0    0.0031   13.7   0.0   1.5   1   0   0   1   1   1   1 -
sib1_ms_5_31         -          VOG1371              -            0.00075   15.5   0.1    0.0021   14.1   0.1   1.8   1   0   0   1   1   1   1 -
cs_ms_21_2           -          VOG1383              -              0.035   10.1  12.2      0.05    9.6   0.2   3.8   3   0   0   3   3   3   0 -
eld241-t0_s_1_157    -          VOG1390              -              0.011   11.6   0.0     0.012   11.5   0.0   1.0   1   0   0   1   1   1   0 -
KP06_gp48               -          VOG1400              -            0.00021   15.0   2.5   0.00026   14.7   2.5   1.2   1   0   0   1   1   1   1 -
nc_024711_crassphage_50 -          VOG1400              -            0.00021   15.0   2.5   0.00026   14.7   2.5   1.2   1   0   0   1   1   1   1 -
sib1_ms_5_33         -          VOG1414              -             0.0015   15.1   0.7     0.015   12.0   0.2   2.2   2   0   0   2   2   2   1 -
fferm_ms_11_91          -          VOG1448              -            6.5e-05   18.7   0.4   8.5e-05   18.3   0.4   1.3   1   0   0   1   1   1   1 -
KP06_gp36               -          VOG1448              -            0.00067   15.5   0.0   0.00084   15.2   0.0   1.1   1   0   0   1   1   1   1 -
nc_024711_crassphage_37 -          VOG1448              -              0.001   14.9   0.0    0.0013   14.5   0.0   1.1   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_55      -          VOG1456              -            6.9e-05   18.6   2.3     9e-05   18.3   2.3   1.2   1   0   0   1   1   1   1 -
err975045_s_1_91     -          VOG1485              -             0.0019   13.9   0.2      0.16    7.7   1.2   2.2   1   1   0   2   2   2   2 -
fferm_ms_11_25       -          VOG1523              -            8.2e-05   19.1   3.9    0.0011   15.5   3.5   2.0   1   1   1   2   2   2   2 -
hvcf_a6_ms_4_15      -          VOG1523              -            0.00086   15.8   2.4   0.00095   15.7   2.3   1.4   1   1   0   1   1   1   1 -
err844030_ms_1_65    -          VOG1549              -            9.5e-06   22.5   1.8   1.2e-05   22.2   0.7   1.6   1   1   1   2   2   2   1 -
sib1_ms_5_18         -          VOG1552              -              0.013   11.9   3.2      0.18    8.2   0.7   2.5   1   1   1   2   2   2   0 -
err975045_s_1_67     -          VOG1561              -              0.018   10.9   1.8      0.16    7.8   0.1   2.0   1   1   1   2   2   2   0 -
err844030_ms_1_92    -          VOG1573              -            0.00098   15.3   0.0   0.00098   15.3   0.0   1.2   1   0   0   1   1   1   1 -
KP06_gp11               -          VOG1637              -            0.00086   15.5   0.4    0.0012   15.0   0.4   1.2   1   0   0   1   1   1   1 -
nc_024711_crassphage_11 -          VOG1637              -             0.0009   15.4   0.4    0.0012   15.0   0.4   1.2   1   0   0   1   1   1   1 -
sib1_ms_5_18            -          VOG1637              -             0.0031   13.7   0.0    0.0036   13.5   0.0   1.2   1   0   0   1   1   1   1 -
srr4295175_ms_5_72      -          VOG1637              -              0.032   10.4  13.3      0.13    8.5   1.9   2.4   1   1   1   2   2   2   0 -
err975045_s_1_21        -          VOG1637              -               0.07    9.3   9.4      0.11    8.6   8.3   2.0   1   1   0   1   1   1   0 -
sib1_ms_5_39            -          VOG1637              -                2.5    4.3  23.1     0.033   10.4   0.8   4.8   2   1   1   3   3   3   0 -
hvcf_a6_ms_4_4       -          VOG1677              -              0.001   15.2   0.1     0.004   13.3   0.1   2.1   1   0   0   1   1   1   1 -
cs_ms_21_73          -          VOG1691              -              0.015   11.3   3.1     0.083    8.8   0.0   3.1   3   0   0   3   3   3   0 -
hvcf_a6_ms_4_8       -          VOG1726              -            0.00041   15.7   0.8   0.00053   15.3   0.8   1.3   1   0   0   1   1   1   1 -
cs_ms_21_90          -          VOG1736              -               0.23    7.4   4.9      0.25    7.3   0.1   3.0   3   0   0   3   3   3   0 -
cs_ms_21_47          -          VOG1742              -            0.00095   14.9   0.0    0.0018   14.0   0.0   1.4   1   0   0   1   1   1   1 -
srr4295175_ms_5_68   -          VOG1803              -            2.1e-05   19.7   0.4   2.3e-05   19.6   0.4   1.0   1   0   0   1   1   1   1 -
cs_ms_21_24          -          VOG1814              -             0.0048   13.4   0.0    0.0077   12.7   0.0   1.3   1   0   0   1   1   1   1 -
sib1_ms_5_18            -          VOG1837              -            6.1e-05   19.2   1.0   7.8e-05   18.9   1.0   1.2   1   0   0   1   1   1   1 -
KP06_gp11               -          VOG1837              -             0.0013   15.0   0.0    0.0013   15.0   0.0   1.1   1   0   0   1   1   1   1 -
nc_024711_crassphage_11 -          VOG1837              -             0.0013   15.0   0.0    0.0013   14.9   0.0   1.1   1   0   0   1   1   1   1 -
fferm_ms_11_22          -          VOG1837              -             0.0033   13.7   1.5    0.0054   13.0   1.5   1.4   1   0   0   1   1   1   1 -
KP06_gp53               -          VOG1837              -             0.0041   13.3   7.2    0.0075   12.5   6.5   1.7   1   1   1   2   2   2   1 -
nc_024711_crassphage_55 -          VOG1837              -             0.0042   13.3   7.2    0.0078   12.5   6.5   1.7   1   1   0   1   1   1   1 -
err975045_s_1_21        -          VOG1837              -              0.066    9.5   9.7      0.18    8.1   5.9   2.3   1   1   0   1   1   1   0 -
hvcf_a6_ms_4_81         -          VOG1837              -               0.12    8.6  11.1     0.011   12.0   3.6   1.9   1   1   1   2   2   2   0 -
srr4295175_ms_5_70      -          VOG1837              -               0.16    8.2   9.1      0.28    7.4   1.3   2.4   1   1   1   2   2   2   0 -
srr4295175_ms_5_72      -          VOG1837              -                0.3    7.3  16.5      0.48    6.7   4.0   2.3   1   1   1   2   2   2   0 -
fferm_ms_11_97       -          VOG1857              -            5.5e-05   19.5   0.8   7.1e-05   19.1   0.8   1.2   1   0   0   1   1   1   1 -
sib1_ms_5_18         -          VOG1857              -             0.0019   14.5   0.1    0.0025   14.1   0.1   1.2   1   0   0   1   1   1   1 -
err975045_s_1_21     -          VOG1857              -             0.0047   13.3   4.0    0.0052   13.1   2.6   1.6   1   1   0   1   1   1   1 -
err975045_s_1_78     -          VOG1863              -            0.00021   17.8   1.1   0.00022   17.7   0.3   1.5   2   0   0   2   2   2   1 -
sib1_ms_5_6          -          VOG1863              -             0.0022   14.5   0.1    0.0024   14.4   0.1   1.1   1   0   0   1   1   1   1 -
fferm_ms_11_103      -          VOG1863              -              0.011   12.2   3.6     0.055   10.1   0.0   3.7   3   0   0   3   3   3   0 -
err975045_s_1_21     -          VOG1863              -              0.012   12.2   5.8     0.054   10.1   3.6   2.1   1   1   1   2   2   2   0 -
eld241-t0_s_1_131    -          VOG1864              -             0.0026   14.2   0.1    0.0054   13.2   0.1   1.6   1   1   0   1   1   1   1 -
srr4295175_ms_5_72   -          VOG1869              -                2.1    4.8  12.5   1.1e+02   -0.8  12.2   3.1   2   1   0   2   2   2   0 -
inf125_s_2_93        -          VOG1870              -            1.9e-06   24.2   0.0   2.3e-06   23.9   0.0   1.1   1   0   0   1   1   1   1 -
err844030_ms_1_80    -          VOG1871              -             0.0051   12.7   0.0    0.0063   12.4   0.0   1.1   1   0   0   1   1   1   1 -
eld241-t0_s_1_11     -          VOG1914              -            3.5e-05   20.2   1.1   6.7e-05   19.3   1.1   1.6   1   0   0   1   1   1   1 -
srr4295175_ms_5_72   -          VOG1927              -              0.099    8.5  13.2      0.33    6.8  12.5   1.9   1   1   1   2   2   2   0 -
inf125_s_2_119       -          VOG1965              -            0.00088   15.5   0.2    0.0011   15.3   0.2   1.2   1   0   0   1   1   1   1 -
err844030_ms_1_40    -          VOG2088              -             0.0025   13.8   0.3    0.0027   13.7   0.3   1.0   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_35      -          VOG2091              -              0.017   11.3   1.4     0.089    8.9   0.2   2.1   2   0   0   2   2   2   0 -
err844030_ms_1_77    -          VOG2096              -             0.0038   13.4   0.0    0.0069   12.5   0.0   1.4   1   0   0   1   1   1   1 -
inf125_s_2_71        -          VOG2106              -             0.0068   12.0   0.0    0.0095   11.5   0.0   1.2   1   0   0   1   1   1   1 -
eld241-t0_s_1_36     -          VOG2115              -             0.0053   13.1   7.0    0.0073   12.6   7.0   1.3   1   0   0   1   1   1   1 -
eld241-t0_s_1_136    -          VOG2115              -               0.12    8.7   5.9     0.036   10.4   0.1   2.9   2   0   0   2   2   2   0 -
cs_ms_21_73          -          VOG2115              -                  8    2.9  20.9       2.1    4.8  14.4   3.0   2   0   0   2   2   2   0 -
fferm_ms_11_37       -          VOG2154              -              0.011   12.2   0.0     0.024   11.1   0.0   1.5   1   1   0   1   1   1   0 -
err844030_ms_1_37    -          VOG2166              -             0.0017   14.3   0.0    0.0021   14.1   0.0   1.1   1   0   0   1   1   1   1 -
eld241-t0_s_1_127    -          VOG2235              -            0.00094   15.2   0.0    0.0025   13.8   0.0   1.7   1   1   1   2   2   2   1 -
fferm_ms_11_37       -          VOG2332              -             0.0018   13.9   0.1    0.0023   13.6   0.1   1.2   1   0   0   1   1   1   1 -
inf125_s_2_100       -          VOG2352              -            6.7e-05   18.7   0.0    0.0002   17.1   0.0   1.9   1   1   0   1   1   1   1 -
fferm_ms_11_93       -          VOG2352              -            0.00071   15.4   0.7    0.0014   14.4   0.2   1.9   1   1   1   2   2   2   1 -
eld241-t0_s_1_145    -          VOG2352              -             0.0041   12.9   0.3     0.025   10.3   0.0   2.0   2   0   0   2   2   2   1 -
inf125_s_2_96        -          VOG2352              -             0.0086   11.8   3.7     0.089    8.5   3.6   2.3   1   1   0   1   1   1   1 -
cs_ms_21_42          -          VOG2368              -              7e-11   36.6   0.1   1.4e-10   35.6   0.1   1.4   1   1   0   1   1   1   1 -
inf125_s_2_119       -          VOG2379              -             0.0045    9.8   0.3    0.0044    9.8   0.3   1.0   1   0   0   1   1   1   1 -
err844030_ms_1_32    -          VOG2379              -               0.17    4.5  27.7      0.21    4.3  27.7   1.1   1   0   0   1   1   1   0 -
inf125_s_2_44        -          VOG2386              -               0.17    6.5  21.0     0.035    8.7  17.9   1.4   2   0   0   2   2   2   0 -
err975045_s_1_16     -          VOG2401              -             0.0011   15.3   0.5    0.0013   15.1   0.5   1.0   1   0   0   1   1   1   1 -
err975045_s_1_81     -          VOG2401              -              0.011   12.0   3.1     0.012   11.9   3.1   1.0   1   0   0   1   1   1   0 -
srr4295175_ms_5_72   -          VOG2401              -               0.73    6.1  11.6       1.3    5.3   4.5   2.2   1   1   1   2   2   2   0 -
inf125_s_2_100       -          VOG2406              -            1.3e-07   26.9   0.1   4.6e-06   21.8   0.0   2.3   1   1   0   2   2   2   2 -
eld241-t0_s_1_152    -          VOG2406              -            0.00044   15.3   0.6    0.0027   12.7   0.6   2.1   1   1   0   1   1   1   1 -
inf125_s_2_104       -          VOG2406              -             0.0015   13.6   0.1    0.0055   11.7   0.0   1.8   2   0   0   2   2   2   1 -
eld241-t0_s_1_113    -          VOG2409              -            0.00012   18.3   0.0   0.00012   18.3   0.0   1.1   1   0   0   1   1   1   1 -
srr4295175_ms_5_13   -          VOG2463              -             0.0011   15.6   0.4     0.021   11.6   0.0   3.2   3   0   0   3   3   3   1 -
KP06_gp33               -          VOG2486              -            5.3e-80  265.3   0.0   5.8e-80  265.2   0.0   1.0   1   0   0   1   1   1   1 -
nc_024711_crassphage_33 -          VOG2486              -            5.3e-80  265.3   0.0   5.9e-80  265.2   0.0   1.0   1   0   0   1   1   1   1 -
hvcf_a6_ms_4_79         -          VOG2486              -            2.5e-61  203.9   0.0   3.2e-61  203.5   0.0   1.0   1   0   0   1   1   1   1 -
err975045_s_1_61        -          VOG2486              -            3.4e-59  196.9   0.0   4.2e-59  196.6   0.0   1.0   1   0   0   1   1   1   1 -
srr4295175_ms_5_42      -          VOG2486              -            1.9e-52  174.7   0.0   2.3e-52  174.4   0.0   1.0   1   0   0   1   1   1   1 -
